Title,Published,Authors,Abstract,Link
Reviewing climate change and agricultural market competitiveness,2020-08-31T16:45:03Z,"Bakhtmina Zia, Dr Muhammad Rafiq PhD Research Scholar, Institute of Management Sciences, Peshawar, Pakistan, Associate Professor, Institute of Management Sciences, Peshawar, Pakistan","The paper is a collection of knowledge regarding the phenomenon of climate
change, competitiveness, and literature linking the two phenomena to
agricultural market competitiveness. The objective is to investigate the peer
reviewed and grey literature on the subject to explore the link between climate
change and agricultural market competitiveness and also explore an appropriate
technique to validate the presumed relationship empirically. The paper
concludes by identifying implications for developing an agricultural
competitiveness index while incorporating the climate change impacts, to
enhance the potential of agricultural markets for optimizing the agricultural
sectors competitiveness.",http://arxiv.org/abs/2008.13726v1
"Indicator patterns of forced change learned by an artificial neural
  network",2020-05-25T18:16:36Z,"Elizabeth A. Barnes, Benjamin Toms, James W. Hurrell, Imme Ebert-Uphoff, Chuck Anderson, David Anderson","Many problems in climate science require the identification of signals
obscured by both the ""noise"" of internal climate variability and differences
across models. Following previous work, we train an artificial neural network
(ANN) to identify the year of input maps of temperature and precipitation from
forced climate model simulations. This prediction task requires the ANN to
learn forced patterns of change amidst a background of climate noise and model
differences. We then apply a neural network visualization technique (layerwise
relevance propagation) to visualize the spatial patterns that lead the ANN to
successfully predict the year. These spatial patterns thus serve as ""reliable
indicators"" of the forced change. The architecture of the ANN is chosen such
that these indicators vary in time, thus capturing the evolving nature of
regional signals of change. Results are compared to those of more standard
approaches like signal-to-noise ratios and multi-linear regression in order to
gain intuition about the reliable indicators identified by the ANN. We then
apply an additional visualization tool (backward optimization) to highlight
where disagreements in simulated and observed patterns of change are most
important for the prediction of the year. This work demonstrates that ANNs and
their visualization tools make a powerful pair for extracting climate patterns
of forced change.",http://arxiv.org/abs/2005.12322v1
"Classification and understanding of cloud structures via satellite
  images with EfficientUNet",2020-09-27T19:50:05Z,"Tashin Ahmed, Noor Hossain Nuri Sabab","Climate change has been a common interest and the forefront of crucial
political discussion and decision-making for many years. Shallow clouds play a
significant role in understanding the Earth's climate, but they are challenging
to interpret and represent in a climate model. By classifying these cloud
structures, there is a better possibility of understanding the physical
structures of the clouds, which would improve the climate model generation,
resulting in a better prediction of climate change or forecasting weather
update. Clouds organise in many forms, which makes it challenging to build
traditional rule-based algorithms to separate cloud features. In this paper,
classification of cloud organization patterns was performed using a new
scaled-up version of Convolutional Neural Network (CNN) named as EfficientNet
as the encoder and UNet as decoder where they worked as feature extractor and
reconstructor of fine grained feature map and was used as a classifier, which
will help experts to understand how clouds will shape the future climate. By
using a segmentation model in a classification task, it was shown that with a
good encoder alongside UNet, it is possible to obtain good performance from
this dataset. Dice coefficient has been used for the final evaluation metric,
which gave the score of 66.26\% and 66.02\% for public and private (test set)
leaderboard on Kaggle competition respectively.",http://arxiv.org/abs/2009.12931v4
"A model for Dansgaard-Oeschger events and millennial-scale abrupt
  climate change without external forcing",2020-05-31T01:40:10Z,Georg A. Gottwald,"We propose a conceptual model which generates abrupt climate changes akin to
Dansgaard-Oeschger events. In the model these abrupt climate changes are not
triggered by external perturbations but rather emerge in a dynamic
self-consistent model through complex interactions of the ocean, the atmosphere
and an intermittent process. The abrupt climate changes are caused in our model
by intermittencies in the sea-ice cover. The ocean is represented by a Stommel
two-box model, the atmosphere by a Lorenz-84 model and the sea-ice cover by a
deterministic approximation of correlated additive and multiplicative noise
(CAM) process. The key dynamical ingredients of the model are given by
stochastic limits of deterministic multi-scale systems and recent results in
deterministic homogenisation theory. The deterministic model reproduces
statistical features of actual ice-core data such as non-Gaussian
$\alpha$-stable behaviour. The proposed mechanism for abrupt millenial-scale
climate change only relies on the existence of a quantity, which exhibits
intermittent dynamics on an intermediate time scale. We consider as a
particular mechanism intermittent sea-ice cover where the intermittency is
generated by emergent atmospheric noise. However, other mechanisms such as
freshwater influxes may also be formulated within the proposed framework.",http://arxiv.org/abs/2006.00405v2
"Influence Of Climate Change On The Corn Yield In Ontario And Its Impact
  On Corn Farms Income At The 2068 Horizon",2020-03-03T00:52:37Z,"Antoine Kornprobst, Matt Davison","Our study aims at quantifying the impact of climate change on corn farming in
Ontario under several warming scenarios at the 2068 horizon. It is articulated
around a discrete-time dynamic model of corn farm income with an annual
time-step, corresponding to one agricultural cycle from planting to harvest. At
each period, we compute the income given the corn yield, which is highly
dependent on weather variables. We also provide a reproducible forecast of the
yearly distribution of corn yield for 10 cities in Ontario. The price of corn
futures at harvest time is taken into account and we fit our model by using 49
years of historical data. We then conduct out-of-sample Monte-Carlo simulations
to obtain the farm income forecasts under a given climate change scenario.",http://arxiv.org/abs/2003.01270v2
"Impact of climate change on surface stirring and transport in the
  Mediterranean Sea",2020-11-05T16:07:11Z,"Enrico Ser-Giacomi, Gabriel Jorda Sanchez, Javier Soto-Navarro, Soren Thomsen, Juliette Mignot, Florence Sevault, Vincent Rossi","Understanding how climate change will affect oceanic fluid transport is
crucial for environmental applications and human activities. However, a
synoptic characterization of the influence of climate change on mesoscale
stirring and transport in the surface ocean is missing. To bridge this gap, we
exploit a high-resolution, fully-coupled climate model of the Mediterranean
basin using a Network Theory approach. We project significant increases of
horizontal stirring and kinetic energies in the next century, likely due to
increments of available potential energy. The future evolution of basin-scale
transport patterns hint at a rearrangement of the main hydrodynamic provinces,
defined as regions of the surface ocean that are well-mixed internally but with
minimal cross-flow across their boundaries. This results in increased
heterogeneity of province sizes and stronger mixing in their interiors. Our
approach can be readily applied to other oceanic regions, providing information
for the present and future marine spatial planning.",http://arxiv.org/abs/2011.02941v1
Ozone depletion-induced climate change following a 50 pc supernova,2020-06-26T16:17:13Z,"Brian C. Thomas, Cody L. Ratterman","Ozone in Earth's atmosphere is known to have a radiative forcing effect on
climate. Motivated by geochemical evidence for one or more nearby supernovae
about 2.6 million years ago, we have investigated the question of whether a
supernova at about 50 pc could cause a change in Earth's climate through its
impact on atmospheric ozone concentrations. We used the ""Planet Simulator""
(PlaSim) intermediate-complexity climate model with prescribed ozone profiles
taken from existing atmospheric chemistry modeling. We found that the effect on
globally averaged surface temperature is small, but localized changes are
larger and differences in atmospheric circulation and precipitation patterns
could have regional impacts.",http://arxiv.org/abs/2006.15079v2
"High-resolution Probabilistic Precipitation Prediction for use in
  Climate Simulations",2020-12-17T18:42:48Z,"Sherman Lo, Peter Watson, Peter Dueben, Ritabrata Dutta","The accurate prediction of precipitation is important to allow for reliable
warnings of flood or drought risk in a changing climate. However, to make
trust-worthy predictions of precipitation, at a local scale, is one of the most
difficult challenges for today's weather and climate models. This is because
important features, such as individual clouds and high-resolution topography,
cannot be resolved explicitly within simulations due to the significant
computational cost of high-resolution simulations. Climate models are typically
run at $\sim$50-100 km resolution which is insufficient to represent local
precipitation events in satisfying detail. Here, we develop a method to make
probabilistic precipitation predictions based on features that climate models
can resolve well and that is not highly sensitive to the approximations used in
individual models. To predict, we will use a temporal compound Poisson
distribution dependent on the output of climate models at a location. We use
the output of Earth System models at coarse resolution $\sim$50 km as input and
train the statistical models towards precipitation observations over Wales at
$\sim$10 km resolution. A Bayesian inferential scheme is provided so that the
compound-Poisson model can be inferred using a
Gibbs-within-Metropolis-Elliptic-Slice sampling scheme which enables us to
quantify the uncertainty of our predictions. In addition, we use a Gaussian
process regressor on the posterior samples of the model parameters, to infer a
spatially coherent model and hence to produce spatially coherent rainfall
prediction. We illustrate the prediction performance of our model by training
over 5 years of the data up to 31st December 1999 and predicting precipitation
for 20 years afterwards for Cardiff and Wales.",http://arxiv.org/abs/2012.09821v2
Analysis of Greenhouse Gases,2020-03-21T17:50:30Z,Shalin Shah,"Climate change is a result of a complex system of interactions of greenhouse
gases (GHG), the ocean, land, ice, and clouds. Large climate change models use
several computers and solve several equations to predict the future climate.
The equations may include simple polynomials to partial differential equations.
Because of the uptake mechanism of the land and ocean, greenhouse gas emissions
can take a while to affect the climate. The IPCC has published reports on how
greenhouse gas emissions may affect the average temperature of the troposphere
and the predictions show that by the end of the century, we can expect a
temperature increase from 0.8 C to 5 C. In this article, I use Linear
Regression (LM), Quadratic Regression and Gaussian Process Regression (GPR) on
monthly GHG data going back several years and try to predict the temperature
anomalies based on extrapolation. The results are quite similar to the IPCC
reports.",http://arxiv.org/abs/2003.11916v2
"Shadow economy and populism-risk and uncertainty factors for
  establishing low-carbon economy of Balkan countries-case study for Bulgaria",2020-11-13T08:38:08Z,"Shteryo Nozharov, Nina Nikolova","The main purpose of the current publication is to formulate a scenario model
for analysis of the opportunities for low-carbon economy establishment in the
countries with transition economies.The model studies risk factors such as
shadow economy level and populism based on the implementation and development
of Balkan countries economic policy and at the same time shows future climate
changes tendencies and uncertainties of climate models.A transdisciplinary
approach is implemented in the study. Climate change perception and
understanding about low-carbon economy are examined through the public opinion
and analysis of mass-media publications.The results of the research are
important in order to clarify the multicultural divergences as a factor for
risk and uncertainty in the implementation process of the policy for climate
change.In this way geographical aspects of risk and uncertainty, which are not
only related to the economic development of the relevant countries, could be
brought out.",http://arxiv.org/abs/2011.06592v1
DeepClimGAN: A High-Resolution Climate Data Generator,2020-11-23T20:13:37Z,"Alexandra Puchko, Robert Link, Brian Hutchinson, Ben Kravitz, Abigail Snyder","Earth system models (ESMs), which simulate the physics and chemistry of the
global atmosphere, land, and ocean, are often used to generate future
projections of climate change scenarios. These models are far too
computationally intensive to run repeatedly, but limited sets of runs are
insufficient for some important applications, like adequately sampling
distribution tails to characterize extreme events. As a compromise, emulators
are substantially less expensive but may not have all of the complexity of an
ESM. Here we demonstrate the use of a conditional generative adversarial
network (GAN) to act as an ESM emulator. In doing so, we gain the ability to
produce daily weather data that is consistent with what ESM might output over
any chosen scenario. In particular, the GAN is aimed at representing a joint
probability distribution over space, time, and climate variables, enabling the
study of correlated extreme events, such as floods, droughts, or heatwaves.",http://arxiv.org/abs/2011.11705v1
"Application of ERA5 and MENA simulations to predict offshore wind energy
  potential",2020-02-24T00:25:29Z,"Shahab Shamshirband, Amir Mosavi, Narjes Nabipour, Kwok-wing Chau","This study explores wind energy resources in different locations through the
Gulf of Oman and also their future variability due climate change impacts. In
this regard, EC-EARTH near surface wind outputs obtained from CORDEX-MENA
simulations are used for historical and future projection of the energy. The
ERA5 wind data are employed to assess suitability of the climate model.
Moreover, the ERA5 wave data over the study area are applied to compute sea
surface roughness as an important variable for converting near surface wind
speeds to those of wind speed at turbine hub-height. Considering the power
distribution, bathymetry and distance from the coats, some spots as tentative
energy hotspots to provide detailed assessment of directional and temporal
variability and also to investigate climate change impact studies. RCP8.5 as a
common climatic scenario is used to project and extract future variation of the
energy in the selected sites. The results of this study demonstrate that the
selected locations have a suitable potential for wind power turbine plan and
constructions.",http://arxiv.org/abs/2002.10022v1
"Climate-driven trends in the streamflow records of a reference
  hydrologic network in Southern Spain",2020-08-18T07:06:31Z,"Patricio Yeste, Javier Dorador, Wenceslao Martín-Rosales, Emilio Molero, María Jesús Esteban Parra","Monthly streamflow records from a set of gauging stations, selected to form a
reference hydrologic network, are analyzed together with precipitation and
temperature data to establish whether the streamflows in the Guadalquivir River
Basin have experienced changes during the last half of the XXth century that
can be attributed to hydrological forcing. The observed streamflows in the
reference network have undergone generalized and significant decreases both at
seasonal and annual scales during the study period. Annual rainfall, though,
did not experienced statistically significant changes. The observed trends in
streamflows can be attributed to either land-use changes, or to the
statistically significant changes exhibited both by yearly potential
evapotranspiration values and by the seasonal distribution of precipitation. In
the attribution work conducted using both data-based and simulation-based
methods, the intra-annual redistribution of precipitation is shown to be the
main statistically significant climate-driver of streamflow change. The
contributions of other non-climate factors, such as the change in land cover,
to the reduction in annual streamflows are shown to be minor in comparison.",http://arxiv.org/abs/2008.07771v1
"Augmented Convolutional LSTMs for Generation of High-Resolution Climate
  Change Projections",2020-09-23T17:52:09Z,"Nidhin Harilal, Udit Bhatia, Mayank Singh","Projection of changes in extreme indices of climate variables such as
temperature and precipitation are critical to assess the potential impacts of
climate change on human-made and natural systems, including critical
infrastructures and ecosystems. While impact assessment and adaptation planning
rely on high-resolution projections (typically in the order of a few
kilometers), state-of-the-art Earth System Models (ESMs) are available at
spatial resolutions of few hundreds of kilometers. Current solutions to obtain
high-resolution projections of ESMs include downscaling approaches that
consider the information at a coarse-scale to make predictions at local scales.
Complex and non-linear interdependence among local climate variables (e.g.,
temperature and precipitation) and large-scale predictors (e.g., pressure
fields) motivate the use of neural network-based super-resolution
architectures. In this work, we present auxiliary variables informed
spatio-temporal neural architecture for statistical downscaling. The current
study performs daily downscaling of precipitation variable from an ESM output
at 1.15 degrees (~115 km) to 0.25 degrees (25 km) over the world's most
climatically diversified country, India. We showcase significant improvement
gain against three popular state-of-the-art baselines with a better ability to
predict extreme events. To facilitate reproducible research, we make available
all the codes, processed datasets, and trained models in the public domain.",http://arxiv.org/abs/2009.11279v1
Deep learning the atmospheric boundary layer height,2020-04-09T03:42:50Z,"David R. Vivas, Estiven Sánchez, John H. Reina","A question of global concern regarding the sustainable future of humankind
stems from the effect due to aerosols on the global climate. The quantification
of atmospheric aerosols and their relationship to climatic impacts are key to
understanding the dynamics of climate forcing and to improve our knowledge
about climate change. Due to its response to precipitation, temperature,
topography and human activity, one of the most dynamical atmospheric regions is
the atmospheric boundary layer (ABL): ABL aerosols have a sizable impact on the
evolution of the radiative forcing of climate change, human health, food
security, and, ultimately, on the local and global economy. The identification
of ABL pattern behaviour requires constant monitoring and the application of
instrumental and computational methods for its detection and analysis. Here, we
show a new method for the retrieval of ABL top arising from light detection and
ranging (LiDAR) signals, by training a convolutional neural network in a
supervised manner; forcing it to learn how to retrieve such a dynamical
parameter on real, non-ideal conditions and in a fully automated, unsupervised
way. Our findings pave the way for a full integration of LiDAR elastic,
inelastic, and depolarisation signal processing, and provide a novel approach
for real-time quantitative sensing of aerosols.",http://arxiv.org/abs/2004.04353v1
"Quantifying and attributing time step sensitivities in present-day
  climate simulations conducted with EAMv1",2020-10-15T02:39:39Z,"Hui Wan, Shixuan Zhang, Philip J. Rasch, Vincent E. Larson, Xubin Zeng, Huiping Yan","This study assesses the relative importance of time integration error in
present-day climate simulations conducted with the atmosphere component of the
Energy Exascale Earth System Model version 1 (EAMv1) at 1-degree horizontal
resolution. We show that a factor-of-6 reduction of time step size in all major
parts of the model leads to significant changes in the long-term mean climate.
These changes imply that the reduction of temporal truncation errors leads to a
notable although unsurprising degradation of agreement between the simulated
and observed present-day climate; the model would require retuning to regain
optimal climate fidelity in the absence of those truncation errors. A
coarse-grained attribution of the time step sensitivities is carried out by
separately shortening time steps used in various components of EAM or by
revising the numerical coupling between some processes. The results provide
useful clues to help better understand the root causes of time step
sensitivities in EAM. The experimentation strategy used here can also provide a
pathway for other models to identify and reduce time integration errors.",http://arxiv.org/abs/2010.07479v3
"Invasive species, extreme fire risk, and toxin release under a changing
  climate",2020-08-03T17:22:18Z,"Kimberley Miner, Laura Meyerson, . Climate Change Institute, School of Earth, Climate Sciences, University of Maine, Orono, ME 04469 2. Department of Natural Resources Science, University of Rhode Island, Kingston, RI 02881","Mediterranean ecosystems such as those found in California, Central Chile,
Southern Europe, and Southwest Australia host numerous, diverse, fire-adapted
micro-ecosystems. These micro-ecosystems are as diverse as mountainous conifer
to desert-like chaparral communities. Over the last few centuries, human
intervention, invasive species, and climate warming have drastically affected
the composition and health of Mediterranean ecosystems on almost every
continent. Increased fuel load from fire suppression policies and the continued
range expansion of non-native insects and plants, some driven by long-term
drought, produced the deadliest wildfire season on record in 2018. As a
consequence of these fires, a large number of structures are destroyed,
releasing household chemicals into the environment as uncontrolled toxins. The
mobilization of these materials can lead to health risks and disruption in both
human and natural systems. This article identifies drivers that led to a
structural weakening of the mosaic of fire-adapted ecosystems in California,
and subsequently increased the risk of destructive and explosive wildfires
throughout the state. Under a new climate regime, managing the impacts on
systems moving out-of-phase with natural processes may protect lives and ensure
the stability of ecosystem services.",http://arxiv.org/abs/2008.01035v1
Impacts of Solar Intermittency on Future Photovoltaic Reliability,2020-01-30T08:41:39Z,"Jun Yin, Annalisa Molini, Amilcare Porporato","As photovoltaic power is expanding rapidly worldwide, it is imperative to
assess its promise under future climate scenarios. While a great deal of
research has been devoted to trends of mean solar radiation, less attention has
been paid to its intermittent character, a key challenge when compounded with
uncertainties related to climate variability. Using both satellite data and
climate model outputs, here we characterize solar radiation intermittency to
assess future photovoltaic reliability. We find that the relation between the
future power supply and long-term trends of mean solar radiation is highly
nonlinear, thus making power reliability more sensitive to the fluctuations of
mean solar radiation in regions where insolation is the highest. Our results
highlight how reliability analysis must account simultaneously for the mean and
intermittency of solar inputs when assessing the impacts of climate change on
photovoltaics.",http://arxiv.org/abs/2001.11211v1
"Learning drivers of climate-induced human migrations with Gaussian
  processes",2020-11-17T19:38:26Z,"Jose M. Tarraga, Maria Piles, Gustau Camps-Valls","In the current context of climate change, extreme heatwaves, droughts, and
floods are not only impacting the biosphere and atmosphere but the
anthroposphere too. Human populations are forcibly displaced, which are now
referred to as climate-induced migrants. In this work, we investigate which
climate and structural factors forced major human displacements in the presence
of floods and storms during the years 2017-2019. We built, curated, and
harmonized a database of meteorological and remote sensing indicators along
with structural factors of 27 developing countries worldwide. We show how we
can use Gaussian Processes to learn what variables can explain the impact of
floods and storms in the context of forced displacements and to develop models
that reproduce migration flows. Our results at regional, global, and
disaster-specific scales show the importance of structural factors in the
determination of the magnitude of displacements. The study may have both
societal, political, and economical implications.",http://arxiv.org/abs/2011.08901v1
"Including climate system feedbacks in calculations of the social cost of
  methane",2020-12-07T21:07:50Z,"Kristina R. Colbert, Frank C. Errickson, David Anthoff, Chris E. Forest","Integrated assessment models (IAMs) are valuable tools that consider the
interactions between socioeconomic systems and the climate system.
Decision-makers and policy analysts employ IAMs to calculate the marginalized
monetary cost of climate damages resulting from an incremental emission of a
greenhouse gas. Used within the context of regulating anthropogenic methane
emissions, this metric is called the social cost of methane (SC-CH$_4$).
Because several key IAMs used for social cost estimation contain a simplified
model structure that prevents the endogenous modeling of non-CO$_2$ greenhouse
gases, very few estimates of the SC-CH$_4$ exist. For this reason, IAMs should
be updated to better represent methane cycle dynamics that are consistent with
comprehensive Earth System Models. We include feedbacks of climate change on
the methane cycle to estimate the SC-CH$_4$. Our expected value for the
SC-CH$_4$ is \$1163/t-CH$_4$ under a constant 3.0% discount rate. This
represents a 44% increase relative to a mean estimate without feedbacks on the
methane cycle.",http://arxiv.org/abs/2012.04062v1
A Predictive Model for Geographic Distributions of Mangroves,2020-12-30T22:52:50Z,"Lynn Wahab, Ezzat Chebaro, Jad Ismail, Amir Nasrelddine, Ali El-Zein","Climate change is an impending disaster which is of pressing concern more and
more every year. Countless efforts have been made to study the long-term
effects of climate change on agriculture, land resources, and biodiversity.
Studies involving marine life, however, are less prevalent in the literature.
Our research studies the available data on the population of mangroves (groups
of shrubs or small trees living in saline coastal intertidal zones) and their
correlations to climate change variables, specifically, temperature, heat
content, various sea levels, and sea salinity. Mangroves are especially
relevant to oceanic ecosystems because of their protective nature towards other
marine life, as well as their high absorption rate of carbon dioxide, and their
ability to withstand varying levels of salinity of our coasts. The change in
global distribution was studied based on global distributions of the previous
year, as well as ocean heat content, salinity, temperature, halosteric sea
level, thermosteric sea level, and total steric sea level. The best performing
predictive model was a support vector regressor, which yielded a correlation
coefficient of 0.9998.",http://arxiv.org/abs/2101.00967v2
Pathways to Sustainable Planetary Science,2020-09-09T17:06:27Z,"Matija Ćuk, Anne K. Virkki, Tomáš Kohout, Emmanuel Lellouch, Jack J. Lissauer","Climate change is a major impending threat to the future of humanity.
According to the International Panel on Climate Change (IPCC), our emissions
are estimated to have caused 0.8 deg C-1.2 deg C of anthropogenic global
warming (AGW) above pre-industrial levels. AGW is likely to reach 1.5 degrees C
between 2030 and 2052 if it continues to increase at the current rate. As the
climate change is driven by the release of carbon dioxide and other greenhouse
gases (GHG) into the atmosphere, there is a broad consensus that the mitigation
of climate change requires transition to low GHG emission energy sources,
technologies and practices. Implementing such changes systematically from
individual to community-wide scales together with the resulting cultural
changes and leadership towards environmental consciousness and responsibility
are crucial to mitigate the looming damage of AGW. Given planetary scientists'
wide recognition of the realities of climate change, and the need for us to
maintain credibility by leading by example, it is appropriate to make own
professional behavior more environmentally responsible. While scientists are
few in numbers, and planetary scientists far fewer, high volumes of academic
travel to conferences, panels, colloquia, and research collaboration visits
together with extensive use of large, energetically demanding infrastructures
make the ""carbon footprint"" of scientists much higher than that of an average
citizen. This White Paper focuses on how modifying our activities, particularly
associated with academic travel, can affect the carbon footprint of the
planetary science community, and it makes recommendations on how the community
and the funding agencies could best participate in the cultural change required
to mitigate the damage that AGW will cause.",http://arxiv.org/abs/2009.04419v1
"Climate and structure of the 8.2 ka event reconstructed from three
  speleothems from Germany",2020-08-07T09:14:07Z,"S. Waltgenbach, D. Scholz, C. Spötl, D. F. C. Riechelmann, K. Jochum, J. Fohlmeister, A. Schröder-Ritzrau","The most pronounced climate anomaly of the Holocene was the 8.2 ka cooling
event. We present new 230Th/U-ages as well as high-resolution stable isotope
and trace element data from three stalagmitesfrom two different cave systems in
Germany, which provide important information about the structure and climate
variability of the 8.2 ka event in central Europe. In all three speleothems,
the 8.2 ka event is clearly recorded as a pronounced negative excursion of the
{\delta}18O values and can be divided into a 'whole event' and a 'central
event'. All stalagmites show a similar structure of the event with a short
negative excursion prior to the 'central event', which marks the beginning of
the 'whole event'. The timing and duration of the 8.2.ka event are different
for the individual records, which may, however, be related to dating
uncertainties. Whereas stalagmite Bu4 from Bunker Cave also shows a negative
anomaly in the {\delta}13C values and Mg content during the event, the two
speleothems from the Herbstlabyrinth cave system do not show distinct peaks in
the other proxies. This may suggest that the speleothem {\delta}18O values
recorded in the three stalagmites do not primarily reflect climate change at
the cave site, but rather large-scale changes in the North Atlantic. This is
supported by comparison with climate modelling data, which suggest that the
negative peak in the speleothem {\delta}18O values is mainly due to lower
{\delta}18O values of precipitation above the cave and that temperature only
played a minor role. Alternatively, the other proxies may not be as sensitive
as {\delta}18O values to record this centennial-scale cooling event. This may
particularly be the case for speleothem {\delta}13C values as suggested by
comparison with a climate modelling study simulating vegetation changes in
Europe during the 8.2 ka event. ...",http://arxiv.org/abs/2008.03051v1
Helping Reduce Environmental Impact of Aviation with Machine Learning,2020-12-17T08:04:22Z,Ashish Kapoor,"Commercial aviation is one of the biggest contributors towards climate
change. We propose to reduce environmental impact of aviation by considering
solutions that would reduce the flight time. Specifically, we first consider
improving winds aloft forecast so that flight planners could use better
information to find routes that are efficient. Secondly, we propose an aircraft
routing method that seeks to find the fastest route to the destination by
considering uncertainty in the wind forecasts and then optimally trading-off
between exploration and exploitation.",http://arxiv.org/abs/2012.09433v1
Regional Flood Risk Projections under Climate Change,2020-10-10T03:13:25Z,"Sanjib Sharma, Michael Gomez, Klaus Keller, Robert Nicholas, Alfonso Mejia","Flood-related risks to people and property are expected to increase in the
future due to environmental and demographic changes. It is important to
quantify and effectively communicate flood hazards and exposure to inform the
design and implementation of flood risk management strategies. Here we develop
an integrated modeling framework to assess projected changes in regional
riverine flood inundation risks. The framework samples climate model outputs to
force a hydrologic model and generate streamflow projections. Together with a
statistical and hydraulic model, we use the projected streamflow to map the
uncertainty of flood inundation projections for extreme flood events. We
implement the framework for rivers across the state of Pennsylvania, United
States. Our projections suggest that flood hazards and exposure across
Pennsylvania are overall increasing with future climate change. Specific
regions, including the main stem Susquehanna River, lower portion of the
Allegheny basin and central portion of Delaware River basin, demonstrate higher
flood inundation risks. In our analysis, the climate uncertainty dominates the
overall uncertainty surrounding the flood inundation projection chain. The
combined hydrologic and hydraulic uncertainties can account for as much as 37%
of the total uncertainty. We discuss how this framework can provide regional
and dynamic flood-risk assessments and help to inform the design of
risk-management strategies.",http://arxiv.org/abs/2010.04886v1
"The effect of varying atmospheric pressure upon habitability and
  biosignatures of Earth-like planets",2020-06-09T12:05:24Z,"Engin Keles, John Lee Grenfell, Mareike Godolt, Barbara Stracke, Heike Rauer","Understanding the possible climatic conditions on rocky extrasolar planets,
and thereby their potential habitability, is one of the major subjects of
exoplanet research. Determining how the climate, as well as potential
atmospheric biosignatures, change under different conditions is a key aspect
when studying Earth-like exoplanets. One important property is the atmospheric
mass hence pressure and its influence on the climatic conditions. Therefore,
the aim of the present study is to understand the influence of atmospheric mass
on climate, hence habitability, and the spectral appearance of planets with
Earth-like, that is, N2-O2 dominated, atmospheres orbiting the Sun at 1
Astronomical Unit. This work utilizes a 1D coupled, cloud-free,
climate-photochemical atmospheric column model; varies atmospheric surface
pressure from 0.5 bar to 30 bar; and investigates temperature and key species
profiles, as well as emission and brightness temperature spectra in a range
between 2{\mu}m - 20{\mu}m. Increasing the surface pressure up to 4 bar leads
to an increase in the surface temperature due to increased greenhouse warming.
Above this point, Rayleigh scattering dominates and the surface temperature
decreases, reaching surface temperatures below 273K (approximately at ~34 bar
surface pressure). For ozone, nitrous oxide, water, methane, and carbon
dioxide, the spectral response either increases with surface temperature or
pressure depending on the species. Masking effects occur, for example, for the
bands of the biosignatures ozone and nitrous oxide by carbon dioxide, which
could be visible in low carbon dioxide atmospheres.",http://arxiv.org/abs/2006.05207v1
"Crop Yield Prediction Integrating Genotype and Weather Variables Using
  Deep Learning",2020-06-24T16:20:12Z,"Johnathon Shook, Tryambak Gangopadhyay, Linjiang Wu, Baskar Ganapathysubramanian, Soumik Sarkar, Asheesh K. Singh","Accurate prediction of crop yield supported by scientific and domain-relevant
insights, can help improve agricultural breeding, provide monitoring across
diverse climatic conditions and thereby protect against climatic challenges to
crop production including erratic rainfall and temperature variations. We used
historical performance records from Uniform Soybean Tests (UST) in North
America spanning 13 years of data to build a Long Short Term Memory - Recurrent
Neural Network based model to dissect and predict genotype response in
multiple-environments by leveraging pedigree relatedness measures along with
weekly weather parameters. Additionally, for providing explainability of the
important time-windows in the growing season, we developed a model based on
temporal attention mechanism. The combination of these two models outperformed
random forest (RF), LASSO regression and the data-driven USDA model for yield
prediction. We deployed this deep learning framework as a 'hypotheses
generation tool' to unravel GxExM relationships. Attention-based time series
models provide a significant advancement in interpretability of yield
prediction models. The insights provided by explainable models are applicable
in understanding how plant breeding programs can adapt their approaches for
global climate change, for example identification of superior varieties for
commercial release, intelligent sampling of testing environments in variety
development, and integrating weather parameters for a targeted breeding
approach. Using DL models as hypothesis generation tools will enable
development of varieties with plasticity response in variable climatic
conditions. We envision broad applicability of this approach (via conducting
sensitivity analysis and ""what-if"" scenarios) for soybean and other crop
species under different climatic conditions.",http://arxiv.org/abs/2006.13847v1
"Long-term and seasonal variability of wind and wave extremes in the
  Arctic Ocean",2020-06-12T12:58:31Z,"Isabela S. Cabral, Ian R. Young, Alessandro Toffoli","Over recent decades, the Arctic Ocean has experienced dramatic changes due to
climate change. Retreating sea ice has opened up large areas of ocean,
resulting in an enhanced wave climate. Taking into account the intense
seasonality and the rapid changes to the Arctic climate, a non-stationary
approach is applied to time-varying statistical properties to investigate
historical trends of extreme values. The analysis is based on a 28-year wave
hindcast (from 1991 to 2018) carried out with the WAVEWATCH III wave model
forced by ERA5 wind speed. The results show notable seasonal differences and
robust positive trends in extreme wave height and wind speed, especially in the
Beaufort and East Siberian seas, with increasing rates in areal-average of the
100-year return period of wind speed of approximately 4\% and significant wave
height up to 60%. It is concluded that the significant increases in extreme
significant wave height are largely associated with sea-ice retreat and the
enhanced fetches available for wave generation.",http://arxiv.org/abs/2006.07148v2
