Title,Published,Authors,Abstract,Link
"Optimal nonparametric multivariate change point detection and
  localization",2019-10-29T14:27:40Z,"Oscar Hernan Madrid Padilla, Yi Yu, Daren Wang, Alessandro Rinaldo","We study the multivariate nonparametric change point detection problem, where
the data are a sequence of independent $p$-dimensional random vectors whose
distributions are piecewise-constant with Lipschitz densities changing at
unknown times, called change points. We quantify the size of the distributional
change at any change point with the supremum norm of the difference between the
corresponding densities. We are concerned with the localization task of
estimating the positions of the change points. In our analysis, we allow for
the model parameters to vary with the total number of time points, including
the minimal spacing between consecutive change points and the magnitude of the
smallest distributional change. We provide information-theoretic lower bounds
on both the localization rate and the minimal signal-to-noise ratio required to
guarantee consistent localization. We formulate a novel algorithm based on
kernel density estimation that nearly achieves the minimax lower bound, save
possibly for logarithm factors. We have provided extensive numerical evidence
to support our theoretical findings.",http://arxiv.org/abs/1910.13289v3
Change Detection with the Kernel Cumulative Sum Algorithm,2019-03-05T04:30:17Z,"Thomas Flynn, Shinjae Yoo","Online change detection involves monitoring a stream of data for changes in
the statistical properties of incoming observations. A good change detector
will detect any changes shortly after they occur, while raising few false
alarms. Although there are algorithms with confirmed optimality properties for
this task, they rely on the exact specifications of the relevant probability
distributions and this limits their practicality. In this work we describe a
kernel-based variant of the Cumulative Sum (CUSUM) change detection algorithm
that can detect changes under less restrictive assumptions. Instead of using
the likelihood ratio, which is a parametric quantity, the Kernel CUSUM (KCUSUM)
algorithm compares incoming data with samples from a reference distribution
using a statistic based on the Maximum Mean Discrepancy (MMD) non-parametric
testing framework. The KCUSUM algorithm is applicable in settings where there
is a large amount of background data available and it is desirable to detect a
change away from this background setting. Exploiting the random-walk structure
of the test statistic, we derive bounds on the performance of the algorithm,
including the expected delay and the average time to false alarm.",http://arxiv.org/abs/1903.01661v2
"Unsupervised Change Detection in Multi-temporal VHR Images Based on Deep
  Kernel PCA Convolutional Mapping Network",2019-12-18T14:20:11Z,"Chen Wu, Hongruixuan Chen, Bo Do, Liangpei Zhang","With the development of Earth observation technology, very-high-resolution
(VHR) image has become an important data source of change detection. Nowadays,
deep learning methods have achieved conspicuous performance in the change
detection of VHR images. Nonetheless, most of the existing change detection
models based on deep learning require annotated training samples. In this
paper, a novel unsupervised model called kernel principal component analysis
(KPCA) convolution is proposed for extracting representative features from
multi-temporal VHR images. Based on the KPCA convolution, an unsupervised deep
siamese KPCA convolutional mapping network (KPCA-MNet) is designed for binary
and multi-class change detection. In the KPCA-MNet, the high-level
spatial-spectral feature maps are extracted by a deep siamese network
consisting of weight-shared PCA convolution layers. Then, the change
information in the feature difference map is mapped into a 2-D polar domain.
Finally, the change detection results are generated by threshold segmentation
and clustering algorithms. All procedures of KPCA-MNet does not require labeled
data. The theoretical analysis and experimental results demonstrate the
validity, robustness, and potential of the proposed method in two binary change
detection data sets and one multi-class change detection data set.",http://arxiv.org/abs/1912.08628v1
Curvature-dimension conditions for diffusions under time change,2019-07-12T14:21:26Z,"Bang-Xian Han, Karl-Theodor Sturm","We derive precise transformation formulas for synthetic lower Ricci bounds
under time change. More precisely, for local Dirichlet forms we study how the
curvature-dimension condition in the sense of Bakry-Emery will transform under
time change. Similarly, for metric measure spaces we study how the
curvature-dimension condition in the sense of Lott-Sturm-Villani will transform
under time change.",http://arxiv.org/abs/1907.05761v1
Quickest Change Detection in the Presence of a Nuisance Change,2019-02-09T17:59:26Z,"Tze Siong Lau, Wee Peng Tay","In the quickest change detection problem in which both nuisance and critical
changes may occur, the objective is to detect the critical change as quickly as
possible without raising an alarm when either there is no change or a nuisance
change has occurred. A window-limited sequential change detection procedure
based on the generalized likelihood ratio test statistic is proposed. A
recursive update scheme for the proposed test statistic is developed and is
shown to be asymptotically optimal under mild technical conditions. In the
scenario where the post-change distribution belongs to a parametrized family, a
generalized stopping time and a lower bound on its average run length are
derived. The proposed stopping rule is compared with the FMA stopping time and
the naive 2-stage procedure that detects the nuisance or critical change using
separate CuSum stopping procedures for the nuisance and critical changes.
Simulations demonstrate that the proposed rule outperforms the FMA stopping
time and the 2-stage procedure, and experiments on a real dataset on bearing
failure verify the performance of the proposed stopping time.",http://arxiv.org/abs/1902.03460v5
Rectangles in latin squares,2019-02-13T17:40:56Z,I. I. Deriyenko,"To get another from a given latin square, we have to change at least 4
entries. We show how to find these entries and how to change them.",http://arxiv.org/abs/1902.05656v1
Detecting multiple generalized change-points by isolating single ones,2019-01-30T14:36:45Z,"Andreas Anastasiou, Piotr Fryzlewicz","We introduce a new approach, called Isolate-Detect (ID), for the consistent
estimation of the number and location of multiple generalized change-points in
noisy data sequences. Examples of signal changes that ID can deal with are
changes in the mean of a piecewise-constant signal and changes, continuous or
not, in the linear trend. The number of change-points can increase with the
sample size. Our method is based on an isolation technique, which prevents the
consideration of intervals that contain more than one change-point. This
isolation enhances ID's accuracy as it allows for detection in the presence of
frequent changes of possibly small magnitudes. In ID, model selection is
carried out via thresholding, or an information criterion, or SDLL, or a hybrid
involving the former two. The hybrid model selection leads to a general method
with very good practical performance and minimal parameter choice. In the
scenarios tested, ID is at least as accurate as the state-of-the-art methods;
most of the times it outperforms them. ID is implemented in the R packages
IDetect and breakfast, available from CRAN.",http://arxiv.org/abs/1901.10852v2
Regions In a Linked Dataset For Change Detection,2019-05-19T00:01:05Z,Anuj Singh,"Linked Datasets (LDs) are constantly evolving and the applications using a
Linked Dataset (LD) may face several issues such as outdated data or broken
interlinks due to evolution of the dataset. To overcome these issues, the
detection of changes in LDs during their evolution has proven crucial. As LDs
evolve frequently, the change detection during the evolution should also be
done at frequent intervals. However, due to limitation of available
computational resources such as capacity to fetch data from LD and time to
detect changes, the frequent change detection may not be possible with existing
change detection techniques. This research proposes to explore the notion of
prioritization of regions (subsets) in LDs for change detection with the aim of
achieving optimal accuracy and efficient use of available computational
resources. This will facilitate the detection of changes in an evolving LD at
frequent intervals and will allow the applications to update their data closest
to real-time data.",http://arxiv.org/abs/1905.07663v1
"Confirmatory Bayesian Online Change Point Detection in the Covariance
  Structure of Gaussian Processes",2019-05-30T16:52:42Z,"Jiyeon Han, Kyowoon Lee, Anh Tong, Jaesik Choi","In the analysis of sequential data, the detection of abrupt changes is
important in predicting future changes. In this paper, we propose statistical
hypothesis tests for detecting covariance structure changes in locally smooth
time series modeled by Gaussian Processes (GPs). We provide theoretically
justified thresholds for the tests, and use them to improve Bayesian Online
Change Point Detection (BOCPD) by confirming statistically significant changes
and non-changes. Our Confirmatory BOCPD (CBOCPD) algorithm finds multiple
structural breaks in GPs even when hyperparameters are not tuned precisely. We
also provide conditions under which CBOCPD provides the lower prediction error
compared to BOCPD. Experimental results on synthetic and real-world datasets
show that our new tests correctly detect changes in the covariance structure in
GPs. The proposed algorithm also outperforms existing methods for the
prediction of nonstationarity in terms of both regression error and log
likelihood.",http://arxiv.org/abs/1905.13168v2
"Online Detection of Sparse Changes in High-Dimensional Data Streams
  Using Tailored Projections",2019-08-06T09:06:45Z,"Martin Tveten, Ingrid K. Glad","When applying principal component analysis (PCA) for dimension reduction, the
most varying projections are usually used in order to retain most of the
information. For the purpose of anomaly and change detection, however, the
least varying projections are often the most important ones. In this article,
we present a novel method that automatically tailors the choice of projections
to monitor for sparse changes in the mean and/or covariance matrix of
high-dimensional data. A subset of the least varying projections is almost
always selected based on a criteria of the projection's sensitivity to changes.
  Our focus is on online/sequential change detection, where the aim is to
detect changes as quickly as possible, while controlling false alarms at a
specified level. A combination of tailored PCA and a generalized log-likelihood
monitoring procedure displays high efficiency in detecting even very sparse
changes in the mean, variance and correlation. We demonstrate on real data that
tailored PCA monitoring is efficient for sparse change detection also when the
data streams are highly auto-correlated and non-normal. Notably, error control
is achieved without a large validation set, which is needed in most existing
methods.",http://arxiv.org/abs/1908.02029v1
Changes in the solar rotation over two solar cycles,2019-08-14T18:00:09Z,"Sarbani Basu, H. M. Antia","We use helioseismic data from ground and space-based instruments to analyze
how solar rotation has changed since the beginning of solar Cycle 23 with
emphasis on studying the differences between Cycles 23 and 24. We find that the
nature of solar rotation is indeed different for the two cycles. While the
changes in the latitudinally independent component follows solar-cycle indices,
some of the other components have a more complicated behavior. There is a
substantial change in the behavior of the solar zonal flows and their spatial
gradients too. While the zonal flows are in general weaker in Cycle 24 than
those in Cycle 23, there are clear signs of the emergence of Cycle 25. We have
also investigated the properties of the solar tachocline, in particular, its
position, width, and the change (or jump) in the rotation rate across it. We
find significant temporal variation in the change of the rotation rate across
the tachocline. We also find that the changes in solar Cycle 24 were very
different from those of Cycle 23. We do not find any statistically significant
change in the position or the width of the tachocline.",http://arxiv.org/abs/1908.05282v1
"Bivariate change point detection: joint detection of changes in
  expectation and variance",2019-04-02T10:30:33Z,Michael Messer,"A method for change point detection is proposed. We consider a univariate
sequence of independent random variables with piecewise constant expectation
and variance, apart from which the distribution may vary periodically. We aim
to detect change points in both expectation and variance. For that, we propose
a statistical test for the null hypothesis of no change points and an algorithm
for change point detection. Both are based on a bivariate moving sum approach
that jointly evaluates the mean and the empirical variance. The joint
consideration helps improve inference as compared to separate univariate
approaches. We infer on the strength and the type of changes with confidence.
Nonparametric methodology supports the analysis of diverse data. Additionally,
a multi-scale approach addresses complex patterns in change points and effects.
We demonstrate the performance through theoretical results and simulation
studies. A companion R-package jcp (available on CRAN) is discussed.",http://arxiv.org/abs/1904.01320v3
"Cycle-Consistent Adversarial Networks for Realistic Pervasive Change
  Generation in Remote Sensing Imagery",2019-11-28T06:03:18Z,"Christopher X. Ren, Amanda Ziemann, Alice M. S. Durieux, James Theiler","This paper introduces a new method of generating realistic pervasive changes
in the context of evaluating the effectiveness of change detection algorithms
in controlled settings. The method, a cycle-consistent adversarial network
(CycleGAN), requires low quantities of training data to generate realistic
changes. Here we show an application of CycleGAN in creating realistic
snow-covered scenes of multispectral Sentinel-2 imagery, and demonstrate how
these images can be used as a test bed for anomalous change detection
algorithms.",http://arxiv.org/abs/1911.12546v3
Generating Timelines by Modeling Semantic Change,2019-09-21T21:57:38Z,"Guy D. Rosin, Kira Radinsky","Though languages can evolve slowly, they can also react strongly to dramatic
world events. By studying the connection between words and events, it is
possible to identify which events change our vocabulary and in what way. In
this work, we tackle the task of creating timelines - records of historical
""turning points"", represented by either words or events, to understand the
dynamics of a target word. Our approach identifies these points by leveraging
both static and time-varying word embeddings to measure the influence of words
and events. In addition to quantifying changes, we show how our technique can
help isolate semantic changes. Our qualitative and quantitative evaluations
show that we are able to capture this semantic change and event influence.",http://arxiv.org/abs/1909.09907v1
Triangulation Graph and Color Changing Channel,2019-01-10T06:55:15Z,Rundong Gan,"Triangulation graph staining is sufficient for planar graph staining. This
article will focus on triangulation and the nature of the color change channel
of the staining tool. By construction, the four colors of the vertex are
converted into three colors of the side, and two colors of the triangle.
Thereby the equivalent dyeing scheme is combined. The color change channel
utilizes the transferability of edge dyeing to reflect the integrity of the
triangulation graph. According to the nature of the color change channel, two
constraints are obtained, so that the color change can be followed regularly.
Eventually, a breakthrough was made in the structure of the reduced d(v)=5,
which proves the reducible of this structure. This negates the existence of the
smallest counterexample.",http://arxiv.org/abs/1901.09008v1
Time-changed Stochastic Control Problem and its Maximum Principle Theory,2019-05-28T16:30:27Z,"Erkan Nane, Yinan Ni","This paper studies a time-changed stochastic control problem, where the
underlying stochastic process is a L\'evy noise time-changed by an inverse
subordinator. We establish a maximum principle theory for the time-changed
stochastic control problem. We also prove the existence and uniqueness of the
corresponding time-changed backward stochastic differential equation involved
in the stochastic control problem. Some examples are provided for illustration.",http://arxiv.org/abs/1905.11921v1
"On the Informativeness of Measurements in Shiryaev's Bayesian Quickest
  Change Detection",2019-03-08T04:49:03Z,"Jason J. Ford, Jasmin James, Timothy L. Molloy","This paper provides the first description of a weak practical
super-martingale phenomenon that can emerge in the test statistic in Shiryaev's
Bayesian quickest change detection (QCD) problem. We establish that this
super-martingale phenomenon can emerge under a condition on the relative
entropy between pre and post change densities when the measurements are
insufficiently informative to overcome the change time's geometric prior. We
illustrate this super-martingale phenomenon in a simple Bayesian QCD problem
which highlights the unsuitability of Shiryaev's test statistic for detecting
subtle change events.",http://arxiv.org/abs/1903.03283v2
Adaptive Variance for Changing Sparse-Reward Environments,2019-03-15T00:40:59Z,"Xingyu Lin, Pengsheng Guo, Carlos Florensa, David Held","Robots that are trained to perform a task in a fixed environment often fail
when facing unexpected changes to the environment due to a lack of exploration.
We propose a principled way to adapt the policy for better exploration in
changing sparse-reward environments. Unlike previous works which explicitly
model environmental changes, we analyze the relationship between the value
function and the optimal exploration for a Gaussian-parameterized policy and
show that our theory leads to an effective strategy for adjusting the variance
of the policy, enabling fast adapt to changes in a variety of sparse-reward
environments.",http://arxiv.org/abs/1903.06309v2
"A Wind of Change: Detecting and Evaluating Lexical Semantic Change
  across Times and Domains",2019-06-07T09:19:47Z,"Dominik Schlechtweg, Anna Hätty, Marco del Tredici, Sabine Schulte im Walde","We perform an interdisciplinary large-scale evaluation for detecting lexical
semantic divergences in a diachronic and in a synchronic task: semantic sense
changes across time, and semantic sense changes across domains. Our work
addresses the superficialness and lack of comparison in assessing models of
diachronic lexical change, by bringing together and extending benchmark models
on a common state-of-the-art evaluation task. In addition, we demonstrate that
the same evaluation task and modelling approaches can successfully be utilised
for the synchronic detection of domain-specific sense divergences in the field
of term extraction.",http://arxiv.org/abs/1906.02979v1
Fréchet Change Point Detection,2019-11-26T22:20:39Z,"Paromita Dubey, Hans-Georg Müller","We propose a method to infer the presence and location of change-points in
the distribution of a sequence of independent data taking values in a general
metric space, where change-points are viewed as locations at which the
distribution of the data sequence changes abruptly in terms of either its
Fr\'echet mean or Fr\'echet variance or both. The proposed method is based on
comparisons of Fr\'echet variances before and after putative change-point
locations and does not require a tuning parameter except for the specification
of cut-off intervals near the endpoints where change-points are assumed not to
occur. Our results include theoretical guarantees for consistency of the test
under contiguous alternatives when a change-point exists and also for
consistency of the estimated location of the change-point if it exists, where
under the null hypothesis of no change-point the limit distribution of the
proposed scan function is the square of a standardized Brownian Bridge. These
consistency results are applicable for a broad class of metric spaces under
mild entropy conditions. Examples include the space of univariate probability
distributions and the space of graph Laplacians for networks. Simulation
studies demonstrate the effectiveness of the proposed methods, both for
inferring the presence of a change-point and estimating its location. We also
develop theory that justifies bootstrap-based inference and illustrate the new
approach with sequences of maternal fertility distributions and communication
networks.",http://arxiv.org/abs/1911.11864v2
"Learning and Suggesting Source Code Changes from Version History: A
  Systematic Review",2019-09-09T00:31:26Z,"Leandro Ungari Cayres, Bruno Santos de Lima, Rogério Eduardo Garcia","Context: Software systems are in continuous evolution through source code
changes to fixing bugs, adding new functionalities and improving the internal
architecture. All these practices are recorded in the version history, which
can be reused as an advantage in the development process. Objective: This paper
aims to investigate approaches and techniques related to the learning of source
code changes, since the change identification step, learning, and reuse in
recommending strategies. Method: We conducted a systematic review related to
primary studies about source code changes. The search approach identified 2410
studies, up to and including 2012, which resulted in a final set of 39 selected
papers. We grouped the studies according to each established research question.
This review investigates how source code changes, which were performed in the
past of software, can support the improvement of the software project. Results:
The majority of approaches and techniques have used repetitiveness behavior of
source code changes to identify structural or metrics patterns in software
repositories, trough the evaluation of sequences of versions. To extract the
structural patterns, the approaches have used programming-by-example techniques
to differencing source code changes. In quality metrics analysis, the studies
have applied mainly complexity and object-oriented metrics. Conclusion: The
main implication of this review is that source code changes as examples, to
support the improvement of coding practice during the development process, in
which we presented some relevant strategies to guide each step, since
identifying until the suggesting of source code changes.",http://arxiv.org/abs/1909.03571v3
"Curved surface geometry-induced topological change of an excitable
  planar wave",2019-05-08T06:15:49Z,"Kazuya Horibe, Ken-ichi Hironaka, Katsuyoshi Matsushita, Koichi Fujimoto","On the curved surfaces of living and nonliving materials, planar excitable
waves frequently exhibit directional change and subsequently undergo a
topological change; that is, a series of wave dynamics from fusion,
annihilation to splitting. Theoretical studies have shown that excitable planar
stable waves change their topology significantly depending on the initial
conditions on flat surfaces, whereas the directional-change of the waves occurs
based on the geometry of curved surfaces. However, it is not clear if the
geometry of curved surfaces induces this topological change. In this study, we
first show the curved surface geometry-induced topological changes in a planar
stable wave by numerically solving an excitable reaction-diffusion equation on
a bell-shaped surface. We determined two necessary conditions for inducing
topological change: the characteristic length of the curved surface (i.e.,
height of the bell-shaped structure) should be larger than the width of the
wave and than a threshold independent of the wave width. As for the geometrical
mechanism of the latter, we found that a bifurcation of the globally minimum
geodesics (i.e. minimal paths) on the curved surface leads to the topological
change. These conditions imply that wave topology changes can be predicted on
the basis of curved surfaces, whose structure is larger than the wave width.",http://arxiv.org/abs/1905.02927v1
"Change Detection in Noisy Dynamic Networks: A Spectral Embedding
  Approach",2019-10-05T18:02:18Z,"Isuru Udayangani Hewapathirana, Dominic Lee, Elena Moltchanova, Jeanette McLeod","Change detection in dynamic networks is an important problem in many areas,
such as fraud detection, cyber intrusion detection and health care monitoring.
It is a challenging problem because it involves a time sequence of graphs, each
of which is usually very large and sparse with heterogeneous vertex degrees,
resulting in a complex, high dimensional mathematical object. Spectral
embedding methods provide an effective way to transform a graph to a lower
dimensional latent Euclidean space that preserves the underlying structure of
the network. Although change detection methods that use spectral embedding are
available, they do not address sparsity and degree heterogeneity that usually
occur in noisy real-world graphs and a majority of these methods focus on
changes in the behaviour of the overall network.
  In this paper, we adapt previously developed techniques in spectral graph
theory and propose a novel concept of applying Procrustes techniques to
embedded points for vertices in a graph to detect changes in entity behaviour.
Our spectral embedding approach not only addresses sparsity and degree
heterogeneity issues, but also obtains an estimate of the appropriate embedding
dimension. We call this method CDP (change detection using Procrustes
analysis). We demonstrate the performance of CDP through extensive simulation
experiments and a real-world application. CDP successfully detects various
types of vertex-based changes including (i) changes in vertex degree, (ii)
changes in community membership of vertices, and (iii) unusual increase or
decrease in edge weight between vertices. The change detection performance of
CDP is compared with two other baseline methods that employ alternative
spectral embedding approaches. In both cases, CDP generally shows superior
performance.",http://arxiv.org/abs/1910.02301v1
"Change Detection in Multi-temporal VHR Images Based on Deep Siamese
  Multi-scale Convolutional Networks",2019-06-27T07:53:41Z,"Hongruixuan Chen, Chen Wu, Bo Du, Liangpei Zhang","Very-high-resolution (VHR) images can provide abundant ground details and
spatial geometric information. Change detection in multi-temporal VHR images
plays a significant role in urban expansion and area internal change analysis.
Nevertheless, traditional change detection methods can neither take full
advantage of spatial context information nor cope with the complex internal
heterogeneity of VHR images. In this paper, a powerful feature extraction model
entitled multi-scale feature convolution unit (MFCU) is adopted for change
detection in multi-temporal VHR images. MFCU can extract multi-scale
spatial-spectral features in the same layer. Based on the unit two novel deep
siamese convolutional neural networks, called as deep siamese multi-scale
convolutional network (DSMS-CN) and deep siamese multi-scale fully
convolutional network (DSMS-FCN), are designed for unsupervised and supervised
change detection, respectively. For unsupervised change detection, an automatic
pre-classification is implemented to obtain reliable training samples, then
DSMS-CN fits the statistical distribution of changed and unchanged areas from
selected training samples through MFCU modules and deep siamese architecture.
For supervised change detection, the end-to-end deep fully convolutional
network DSMS-FCN is trained in any size of multi-temporal VHR images, and
directly outputs the binary change map. In addition, for the purpose of solving
the inaccurate localization problem, the fully connected conditional random
field (FC-CRF) is combined with DSMS-FCN to refine the results. The
experimental results with challenging data sets confirm that the two proposed
architectures perform better than the state-of-the-art methods.",http://arxiv.org/abs/1906.11479v2
Fault-Diagnosing SLAM for Varying Scale Change Detection,2019-09-16T08:52:45Z,"Sugimoto Takuma, Yamaguchi Kousuke, Tanaka Kanji","In this paper, we present a new fault diagnosis (FD) -based approach for
detection of imagery changes that can detect significant changes as
inconsistencies between different sub-modules (e.g., self-localizaiton) of
visual SLAM. Unlike classical change detection approaches such as pairwise
image comparison (PC) and anomaly detection (AD), neither the memorization of
each map image nor the maintenance of up-to-date place-specific anomaly
detectors are required in this FD approach. A significant challenge that is
encountered when incorporating different SLAM sub-modules into FD involves
dealing with the varying scales of objects that have changed (e.g., the
appearance of small dangerous obstacles on the floor). To address this issue,
we reconsider the bag-of-words (BoW) image representation, by exploiting its
recent advances in terms of self-localization and change detection. As a key
advantage, BoW image representation can be reorganized into any different
scaling by simply cropping the original BoW image. Furthermore, we propose to
combine different self-localization modules with strong and weak BoW features
with different discriminativity, and to treat inconsistency between strong and
weak self-localization as an indicator of change. The efficacy of the proposed
approach for FD with/without AD and/or PC was experimentally validated.",http://arxiv.org/abs/1909.09592v1
"Semantic Change and Emerging Tropes In a Large Corpus of New High German
  Poetry",2019-09-26T14:18:09Z,"Thomas Haider, Steffen Eger","Due to its semantic succinctness and novelty of expression, poetry is a great
test bed for semantic change analysis. However, so far there is a scarcity of
large diachronic corpora. Here, we provide a large corpus of German poetry
which consists of about 75k poems with more than 11 million tokens, with poems
ranging from the 16th to early 20th century. We then track semantic change in
this corpus by investigating the rise of tropes (`love is magic') over time and
detecting change points of meaning, which we find to occur particularly within
the German Romantic period. Additionally, through self-similarity, we
reconstruct literary periods and find evidence that the law of linear semantic
change also applies to poetry.",http://arxiv.org/abs/1909.12136v1
Change Detection and Notification of Webpages: A Survey,2019-01-09T10:20:40Z,"Vijini Mallawaarachchi, Lakmal Meegahapola, Roshan Alwis, Eranga Nimalarathna, Dulani Meedeniya, Sampath Jayarathna","Majority of the currently available webpages are dynamic in nature and are
changing frequently. New content gets added to webpages and existing content
gets updated or deleted. Hence, people find it useful to be alert for changes
in webpages which contain information valuable to them. In the current context,
keeping track of these webpages and getting alerts about different changes have
become significantly challenging. Change Detection and Notification (CDN)
systems were introduced to automate this monitoring process and notify users
when changes occur in webpages. This survey classifies and analyzes different
aspects of CDN systems and different techniques used for each aspect.
Furthermore, the survey highlights the current challenges and areas of
improvement present within the field of research.",http://arxiv.org/abs/1901.02660v4
Predictive Indexing,2019-01-21T20:16:47Z,"Joy Arulraj, Ran Xian, Lin Ma, Andrew Pavlo","There has been considerable research on automated index tuning in database
management systems (DBMSs). But the majority of these solutions tune the index
configuration by retrospectively making computationally expensive physical
design changes all at once. Such changes degrade the DBMS's performance during
the process, and have reduced utility during subsequent query processing due to
the delay between a workload shift and the associated change. A better approach
is to generate small changes that tune the physical design over time, forecast
the utility of these changes, and apply them ahead of time to maximize their
impact.
  This paper presents predictive indexing that continuously improves a
database's physical design using lightweight physical design changes. It uses a
machine learning model to forecast the utility of these changes, and
continuously refines the index configuration of the database to handle evolving
workloads. We introduce a lightweight hybrid scan operator with which a DBMS
can make use of partially-built indexes for query processing. Our evaluation
shows that predictive indexing improves the throughput of a DBMS by 3.5--5.2x
compared to other state-of-the-art indexing approaches. We demonstrate that
predictive indexing works seamlessly with other lightweight automated physical
design tuning methods.",http://arxiv.org/abs/1901.07064v1
"Modeling the Dynamics of User Preferences for Sequence-Aware
  Recommendation Using Hidden Markov Models",2019-05-14T19:56:57Z,"Farzad Eskandanian, Bamshad Mobasher","In a variety of online settings involving interaction with end-users it is
critical for the systems to adapt to changes in user preferences. User
preferences on items tend to change over time due to a variety of factors such
as change in context, the task being performed, or other short-term or
long-term external factors. Recommender systems need to be able to capture
these dynamics in user preferences in order to remain tuned to the most current
interests of users. In this work we present a recommendation framework which
takes into account the dynamics of user preferences. We propose an approach
based on Hidden Markov Models (HMM) to identify change-points in the sequence
of user interactions which reflect significant changes in preference according
to the sequential behavior of all the users in the data. The proposed framework
leverages the identified change points to generate recommendations using a
sequence-aware non-negative matrix factorization model. We empirically
demonstrate the effectiveness of the HMM-based change detection method as
compared to standard baseline methods. Additionally, we evaluate the
performance of the proposed recommendation method and show that it compares
favorably to state-of-the-art sequence-aware recommendation models.",http://arxiv.org/abs/1905.06863v1
Change-point detection in dynamic networks via graphon estimation,2019-08-05T19:50:20Z,"Zifeng Zhao, Li Chen, Lizhen Lin","We propose a general approach for change-point detection in dynamic networks.
The proposed method is model-free and covers a wide range of dynamic networks.
The key idea behind our approach is to effectively utilize the network
structure in designing change-point detection algorithms. This is done via an
initial step of graphon estimation, where we propose a modified neighborhood
smoothing~(MNBS) algorithm for estimating the link probability matrices of a
dynamic network. Based on the initial graphon estimation, we then develop a
screening and thresholding algorithm for multiple change-point detection in
dynamic networks. The convergence rate and consistency for the change-point
detection procedure are derived as well as those for MNBS. When the number of
nodes is large~(e.g., exceeds the number of temporal points), our approach
yields a faster convergence rate in detecting change-points comparing with an
algorithm that simply employs averaged information of the dynamic network
across time. Numerical experiments demonstrate robust performance of the
proposed algorithm for change-point detection under various types of dynamic
networks, and superior performance over existing methods is observed. A real
data example is provided to illustrate the effectiveness and practical impact
of the procedure.",http://arxiv.org/abs/1908.01823v1
"Building change detection based on multi-scale filtering and grid
  partition",2019-08-22T01:38:47Z,"Qi Bi, Kun Qin, Han Zhang, Wenjun Han, Zhili Li, Kai Xu","Building change detection is of great significance in high resolution remote
sensing applications. Multi-index learning, one of the state-of-the-art
building change detection methods, still has drawbacks like incapability to
find change types directly and heavy computation consumption of MBI. In this
paper, a two-stage building change detection method is proposed to address
these problems. In the first stage, a multi-scale filtering building index
(MFBI) is calculated to detect building areas in each temporal with fast speed
and moderate accuracy. In the second stage, images and the corresponding
building maps are partitioned into grids. In each grid, the ratio of building
areas in time T2 and time T1 is calculated. Each grid is classified into one of
the three change patterns, i.e., significantly increase, significantly decrease
and approximately unchanged. Exhaustive experiments indicate that the proposed
method can detect building change types directly and outperform the current
multi-index learning method.",http://arxiv.org/abs/1908.08164v1
"Harnessing the power of Topological Data Analysis to detect change
  points in time series",2019-10-28T19:52:23Z,"Umar Islambekov, Monisha Yuvaraj, Yulia R. Gel","We introduce a novel geometry-oriented methodology, based on the emerging
tools of topological data analysis, into the change point detection framework.
The key rationale is that change points are likely to be associated with
changes in geometry behind the data generating process. While the applications
of topological data analysis to change point detection are potentially very
broad, in this paper we primarily focus on integrating topological concepts
with the existing nonparametric methods for change point detection. In
particular, the proposed new geometry-oriented approach aims to enhance
detection accuracy of distributional regime shift locations. Our simulation
studies suggest that integration of topological data analysis with some
existing algorithms for change point detection leads to consistently more
accurate detection results. We illustrate our new methodology in application to
the two closely related environmental time series datasets -ice phenology of
the Lake Baikal and the North Atlantic Oscillation indices, in a research query
for a possible association between their estimated regime shift locations.",http://arxiv.org/abs/1910.12939v1
"The standard coder: a machine learning approach to measuring the effort
  required to produce source code change",2019-03-06T15:05:06Z,"Ian Wright, Albert Ziegler","We apply machine learning to version control data to measure the quantity of
effort required to produce source code changes. We construct a model of a
`standard coder' trained from examples of code changes produced by actual
software developers together with the labor time they supplied. The effort of a
code change is then defined as the labor hours supplied by the standard coder
to produce that change. We therefore reduce heterogeneous, structured code
changes to a scalar measure of effort derived from large quantities of
empirical data on the coding behavior of software developers. The standard
coder replaces traditional metrics, such as lines-of-code or function point
analysis, and yields new insights into what code changes require more or less
effort.",http://arxiv.org/abs/1903.02436v1
A new class of change point test statistics of Rényi type,2019-04-03T21:56:25Z,"Lajos Horváth, Curtis Miller, Gregory Rice","A new class of change point test statistics is proposed that utilizes a
weighting and trimming scheme for the cumulative sum (CUSUM) process inspired
by R\'enyi (1953). A thorough asymptotic analysis and simulations both
demonstrate that this new class of statistics possess superior power compared
to traditional change point statistics based on the CUSUM process when the
change point is near the beginning or end of the sample. Generalizations of
these ""R\'enyi"" statistics are also developed to test for changes in the
parameters in linear and non-linear regression models, and in generalized
method of moments estimation. In these contexts we applied the proposed
statistics, as well as several others, to test for changes in the coefficients
of Fama-French factor models. We observed that the R\'enyi statistic was the
most effective in terms of retrospectively detecting change points that occur
near the endpoints of the sample.",http://arxiv.org/abs/1904.02250v1
